ID_DEPENDENCIA_ADM,PROFICIENCIA_MT,IN_PREENCHIMENTO_QUESTIONARIO,TX_RESP_Q027,TX_RESP_Q051,'CLASSIFICADOR IDEB'
3,-0.640309,1,A,C,'ABAIXO DA M?DIA'
3,-1.156.163,1,A,A,'ABAIXO DA M?DIA'
3,0.033247,1,A,C,'ABAIXO DA M?DIA'
3,-0.606381,1,A,C,'ABAIXO DA M?DIA'
3,-0.559047,1,A,A,'ABAIXO DA M?DIA'
3,-0.462034,1,A,C,'ABAIXO DA M?DIA'
3,-1.589.361,1,A,?,'ABAIXO DA M?DIA'
3,-0.922861,1,A,C,'ABAIXO DA M?DIA'
3,-1.808.589,1,?,?,'ABAIXO DA M?DIA'
3,-0.770912,1,A,C,'ABAIXO DA M?DIA'
3,-0.624108,1,A,B,'ABAIXO DA M?DIA'
3,-0.890063,1,A,B,'ABAIXO DA M?DIA'
3,-1.473.724,1,A,D,'ABAIXO DA M?DIA'
3,-0.985425,1,A,A,'ABAIXO DA M?DIA'
3,0.350916,1,A,C,'ABAIXO DA M?DIA'
3,-0.168427,1,A,B,'ABAIXO DA M?DIA'
3,0.135903,1,A,B,'ABAIXO DA M?DIA'
3,-1.089.472,1,A,D,'ABAIXO DA M?DIA'
3,-0.928729,1,B,D,'ABAIXO DA M?DIA'
3,-0.280498,1,A,C,'ABAIXO DA M?DIA'
3,0.181748,1,A,C,'ABAIXO DA M?DIA'
3,-13.862,1,A,B,'ABAIXO DA M?DIA'
3,0.046918,1,A,C,'ABAIXO DA M?DIA'
3,-1.552.043,1,A,C,'ABAIXO DA M?DIA'
3,-2.003.389,1,B,B,'ABAIXO DA M?DIA'
3,-1.068.525,1,A,C,'ABAIXO DA M?DIA'
3,-0.093292,1,A,C,'ABAIXO DA M?DIA'
3,-0.347206,1,A,A,'ABAIXO DA M?DIA'
3,-1.618.977,1,A,A,'ABAIXO DA M?DIA'
3,-0.984829,1,A,B,'ABAIXO DA M?DIA'
3,-0.35822,1,A,C,'ABAIXO DA M?DIA'
3,-0.961688,1,A,B,'ABAIXO DA M?DIA'
3,-0.294864,1,A,B,'ABAIXO DA M?DIA'
3,-1.162.639,1,A,C,'ABAIXO DA M?DIA'
3,-0.651592,1,A,C,'ABAIXO DA M?DIA'
3,-1.200.795,1,A,D,'ABAIXO DA M?DIA'
3,-0.68403,1,A,C,'ABAIXO DA M?DIA'
3,-0.991682,1,A,B,'ABAIXO DA M?DIA'
3,-0.716589,1,A,C,'ABAIXO DA M?DIA'
3,-0.544496,1,A,D,'ABAIXO DA M?DIA'
3,0.060959,1,A,B,'ABAIXO DA M?DIA'
3,-0.004011,1,?,?,'ABAIXO DA M?DIA'
3,-1.290.833,1,A,C,'ABAIXO DA M?DIA'
3,-1.192.394,1,A,D,'ABAIXO DA M?DIA'
3,-132.474,1,A,C,'ABAIXO DA M?DIA'
3,-0.70972,1,A,C,'ABAIXO DA M?DIA'
3,-1.192.517,1,A,D,'ABAIXO DA M?DIA'
3,-1.347.126,1,A,D,'ABAIXO DA M?DIA'
3,-1.582.106,1,A,C,'ABAIXO DA M?DIA'
3,-0.622151,1,A,B,'ABAIXO DA M?DIA'
3,-1.045.968,1,A,A,'ABAIXO DA M?DIA'
3,-1.485.716,1,?,C,'ABAIXO DA M?DIA'
3,-0.667472,1,A,C,'ABAIXO DA M?DIA'
3,0.234214,1,A,B,'ABAIXO DA M?DIA'
3,-0.953909,1,A,A,'ABAIXO DA M?DIA'
3,-1.322.588,1,A,A,'ABAIXO DA M?DIA'
3,-0.391651,1,A,B,'ABAIXO DA M?DIA'
3,-0.834056,1,A,C,'ABAIXO DA M?DIA'
3,-0.955492,1,A,A,'ABAIXO DA M?DIA'
3,-1.053.491,1,A,B,'ABAIXO DA M?DIA'
3,-1.110.973,1,A,A,'ABAIXO DA M?DIA'
3,-0.773291,1,A,C,'ABAIXO DA M?DIA'
3,0.000606,1,A,D,'ABAIXO DA M?DIA'
3,-1.083.948,1,A,C,'ABAIXO DA M?DIA'
3,0.039456,1,A,A,'ABAIXO DA M?DIA'
3,-1.016.848,1,A,C,'ABAIXO DA M?DIA'
3,-0.987383,1,A,C,'ABAIXO DA M?DIA'
3,-1.095.834,1,A,C,'ABAIXO DA M?DIA'
3,-1.525.896,1,A,D,'ABAIXO DA M?DIA'
3,-0.474506,1,A,B,'ABAIXO DA M?DIA'
3,-0.954243,1,B,A,'ABAIXO DA M?DIA'
3,-1.244.964,1,A,D,'ABAIXO DA M?DIA'
3,-108.637,1,A,A,'ABAIXO DA M?DIA'
3,-1.872.628,1,A,B,'ABAIXO DA M?DIA'
3,-0.348277,1,A,B,'ABAIXO DA M?DIA'
3,-1.663.995,1,A,B,'ABAIXO DA M?DIA'
3,-0.898784,1,A,D,'ABAIXO DA M?DIA'
3,-1.904.813,1,A,D,'ABAIXO DA M?DIA'
3,-0.723487,1,A,C,'ABAIXO DA M?DIA'
3,-1.116.353,1,A,A,'ABAIXO DA M?DIA'
3,-0.82928,1,A,C,'ABAIXO DA M?DIA'
3,-0.236824,1,A,B,'ABAIXO DA M?DIA'
3,-0.553885,1,A,B,'ABAIXO DA M?DIA'
3,-0.886777,1,A,C,'ABAIXO DA M?DIA'
3,-1.252.151,1,A,A,'ABAIXO DA M?DIA'
3,-0.860673,1,A,A,'ABAIXO DA M?DIA'
3,0.082572,1,A,B,'ABAIXO DA M?DIA'
3,-0.670396,1,A,B,'ABAIXO DA M?DIA'
3,0.086021,1,A,C,'ABAIXO DA M?DIA'
3,-0.020432,1,A,C,'ABAIXO DA M?DIA'
3,0.094707,1,A,B,'ABAIXO DA M?DIA'
3,-1.049.086,1,A,B,'ABAIXO DA M?DIA'
3,-0.733903,1,A,B,'ABAIXO DA M?DIA'
3,-0.096443,1,A,B,'ABAIXO DA M?DIA'
3,-0.413425,1,A,C,'ABAIXO DA M?DIA'
3,-0.924502,1,A,C,'ABAIXO DA M?DIA'
3,-0.382716,1,A,C,'ABAIXO DA M?DIA'
3,-0.787708,1,A,D,'ABAIXO DA M?DIA'
3,0.518566,1,A,B,'ABAIXO DA M?DIA'
3,-1.859.972,1,A,C,'ABAIXO DA M?DIA'
3,-0.597264,1,A,B,'ABAIXO DA M?DIA'
3,0.045506,1,A,C,'ABAIXO DA M?DIA'
3,-1.531.858,1,A,C,'ABAIXO DA M?DIA'
3,-0.427329,1,A,C,'ABAIXO DA M?DIA'
3,-1.354.832,1,A,A,'ABAIXO DA M?DIA'
3,-0.243642,1,A,C,'ABAIXO DA M?DIA'
3,-0.172319,1,A,C,'ABAIXO DA M?DIA'
3,-0.666575,1,A,C,'ABAIXO DA M?DIA'
3,-1.457.798,1,A,B,'ABAIXO DA M?DIA'
3,-0.304974,1,B,C,'ABAIXO DA M?DIA'
3,0.386891,1,A,C,'ABAIXO DA M?DIA'
3,-1.441.621,1,A,A,'ABAIXO DA M?DIA'
3,0.197153,1,A,C,'ABAIXO DA M?DIA'
3,0.490712,1,A,B,'ABAIXO DA M?DIA'
3,-1.058.729,1,A,B,'ABAIXO DA M?DIA'
3,-1.211.674,1,A,B,'ABAIXO DA M?DIA'
3,-0.450862,1,A,B,'ABAIXO DA M?DIA'
3,-2.041.173,1,?,A,'ABAIXO DA M?DIA'
3,-0.038913,1,A,B,'ABAIXO DA M?DIA'
3,-0.470791,1,A,C,'ABAIXO DA M?DIA'
3,-1.434.533,1,A,C,'ABAIXO DA M?DIA'
3,-133.024,1,A,B,'ABAIXO DA M?DIA'
3,-1.299.386,1,A,B,'ABAIXO DA M?DIA'
3,-0.599543,1,A,C,'ABAIXO DA M?DIA'
3,-0.616569,1,A,A,'ABAIXO DA M?DIA'
3,-0.863216,1,A,C,'ABAIXO DA M?DIA'
3,0.660241,1,A,B,'ABAIXO DA M?DIA'
3,-114.209,1,A,B,'ABAIXO DA M?DIA'
3,-0.735182,1,A,C,'ABAIXO DA M?DIA'
3,0.194463,1,A,B,'ABAIXO DA M?DIA'
3,0.023021,1,A,B,'ABAIXO DA M?DIA'
3,-0.357487,1,A,A,'ABAIXO DA M?DIA'
3,-1.284.861,1,B,A,'ABAIXO DA M?DIA'
3,0.046628,1,A,C,'ABAIXO DA M?DIA'
3,-1.149.401,1,A,B,'ABAIXO DA M?DIA'
3,0.079441,1,A,B,'ABAIXO DA M?DIA'
3,-0.322693,1,A,C,'ABAIXO DA M?DIA'
3,-1.553.835,1,A,?,'ABAIXO DA M?DIA'
3,-0.499819,1,A,D,'ABAIXO DA M?DIA'
3,-0.098794,1,A,D,'ABAIXO DA M?DIA'
3,-1.360.686,1,A,B,'ABAIXO DA M?DIA'
3,-0.046571,1,A,C,'ABAIXO DA M?DIA'
3,-0.695047,1,?,?,'ABAIXO DA M?DIA'
3,-0.86178,1,A,B,'ABAIXO DA M?DIA'
3,-1.013.651,1,A,B,'ABAIXO DA M?DIA'
3,-0.239856,1,A,C,'ABAIXO DA M?DIA'
3,0.000753,1,A,D,'ABAIXO DA M?DIA'
3,-1.590.317,1,A,B,'ABAIXO DA M?DIA'
3,-0.96852,1,A,C,'ABAIXO DA M?DIA'
3,-146.641,1,A,C,'ABAIXO DA M?DIA'
3,-1.589.441,1,A,C,'ABAIXO DA M?DIA'
3,-0.314374,1,A,B,'ABAIXO DA M?DIA'
3,0.266304,1,A,C,'ABAIXO DA M?DIA'
3,0.221612,1,A,B,'ABAIXO DA M?DIA'
3,-0.443499,1,A,B,'ABAIXO DA M?DIA'
3,-0.445743,1,A,C,'ABAIXO DA M?DIA'
3,-1.315.918,1,A,?,'ABAIXO DA M?DIA'
3,-0.492425,1,?,?,'ABAIXO DA M?DIA'
3,-1.305.561,1,A,D,'ABAIXO DA M?DIA'
3,-1.306.654,1,A,B,'ABAIXO DA M?DIA'
3,-0.297459,1,B,B,'ABAIXO DA M?DIA'
3,-0.958125,1,B,?,'ABAIXO DA M?DIA'
3,-0.973588,1,A,B,'ABAIXO DA M?DIA'
3,0.624207,1,A,A,'ABAIXO DA M?DIA'
3,-1.693.309,1,A,?,'ABAIXO DA M?DIA'
3,-1.742.713,1,B,A,'ABAIXO DA M?DIA'
3,-1.491.852,1,A,A,'ABAIXO DA M?DIA'
3,-1.338.366,1,A,A,'ABAIXO DA M?DIA'
3,-125.483,1,A,B,'ABAIXO DA M?DIA'
3,-0.175471,1,A,C,'ABAIXO DA M?DIA'
3,-1.066.058,1,A,A,'ABAIXO DA M?DIA'
3,-0.519871,1,A,A,'ABAIXO DA M?DIA'
3,-15.861,1,B,C,'ABAIXO DA M?DIA'
3,0.486296,1,A,A,'ABAIXO DA M?DIA'
3,-0.590179,1,A,A,'ABAIXO DA M?DIA'
3,-1.632.185,1,A,A,'ABAIXO DA M?DIA'
3,-1.538.568,1,A,A,'ABAIXO DA M?DIA'
3,-1.358.529,1,A,B,'ABAIXO DA M?DIA'
3,-2.182.015,1,A,?,'ABAIXO DA M?DIA'
3,-0.798222,1,B,A,'ABAIXO DA M?DIA'
3,-1.420.257,1,A,A,'ABAIXO DA M?DIA'
3,-19.598,1,B,B,'ABAIXO DA M?DIA'
3,-2.046.445,1,A,D,'ABAIXO DA M?DIA'
3,-0.48682,1,A,B,'ABAIXO DA M?DIA'
3,-0.843286,1,A,B,'ABAIXO DA M?DIA'
3,-2.029.478,1,A,B,'ABAIXO DA M?DIA'
3,-1.089.345,1,B,?,'ABAIXO DA M?DIA'
3,-1.116.607,1,A,B,'ABAIXO DA M?DIA'
3,-1.582.846,1,A,B,'ABAIXO DA M?DIA'
3,-0.87891,1,A,A,'ABAIXO DA M?DIA'
3,-1.362.562,1,A,C,'ABAIXO DA M?DIA'
3,-0.808111,1,A,C,'ABAIXO DA M?DIA'
3,-0.647883,1,A,A,'ABAIXO DA M?DIA'
3,-0.961001,1,A,?,'ABAIXO DA M?DIA'
3,-1.298.245,1,A,C,'ABAIXO DA M?DIA'
3,-1.188.539,1,A,A,'ABAIXO DA M?DIA'
3,-1.228.495,1,A,C,'ABAIXO DA M?DIA'
3,-0.208625,1,A,B,'ABAIXO DA M?DIA'
3,-1.485.165,1,A,C,'ABAIXO DA M?DIA'
3,-1.244.148,1,A,B,'ABAIXO DA M?DIA'
3,-1.360.196,1,A,A,'ABAIXO DA M?DIA'
3,-0.780912,1,A,B,'ABAIXO DA M?DIA'
3,-0.062136,1,A,A,'ABAIXO DA M?DIA'
3,-1.428.504,1,B,D,'ABAIXO DA M?DIA'
3,-1.391.583,1,A,A,'ABAIXO DA M?DIA'
3,-1.860.924,1,?,A,'ABAIXO DA M?DIA'
3,0.359169,1,A,B,'ABAIXO DA M?DIA'
3,-122.723,1,A,C,'ABAIXO DA M?DIA'
3,-103.372,1,A,B,'ABAIXO DA M?DIA'
3,-0.682687,1,A,C,'ABAIXO DA M?DIA'
3,-1.475.227,1,A,C,'ABAIXO DA M?DIA'
3,-0.834575,1,A,B,'ABAIXO DA M?DIA'
3,-0.854784,1,A,B,'ABAIXO DA M?DIA'
3,-0.64654,1,A,A,'ABAIXO DA M?DIA'
3,-1.390.515,1,A,C,'ABAIXO DA M?DIA'
3,-1.230.382,1,A,B,'ABAIXO DA M?DIA'
3,-1.587.424,1,A,A,'ABAIXO DA M?DIA'
3,-1.759.413,1,A,A,'ABAIXO DA M?DIA'
3,-1.110.999,1,A,A,'ABAIXO DA M?DIA'
3,-1.018.419,1,A,A,'ABAIXO DA M?DIA'
3,-0.992265,1,A,A,'ABAIXO DA M?DIA'
3,-0.88868,1,A,A,'ABAIXO DA M?DIA'
3,-0.506545,1,A,B,'ABAIXO DA M?DIA'
3,-0.452397,1,A,A,'ABAIXO DA M?DIA'
3,-0.919377,1,A,B,'ABAIXO DA M?DIA'
3,-2.093.991,1,A,B,'ABAIXO DA M?DIA'
3,-0.991935,1,A,A,'ABAIXO DA M?DIA'
3,-1.503.177,1,A,B,'ABAIXO DA M?DIA'
3,-1.510.469,1,A,B,'ABAIXO DA M?DIA'
3,-0.305857,1,A,B,'ABAIXO DA M?DIA'
3,-1.102.535,1,A,C,'ABAIXO DA M?DIA'
3,-1.433.678,1,A,A,'ABAIXO DA M?DIA'
3,-0.541534,1,A,C,'ABAIXO DA M?DIA'
3,-1.165.207,1,A,A,'ABAIXO DA M?DIA'
3,-2.042.959,1,A,?,'ABAIXO DA M?DIA'
3,-1.448.781,1,A,A,'ABAIXO DA M?DIA'
3,-0.906969,1,A,B,'ABAIXO DA M?DIA'
3,-0.842293,1,A,C,'ABAIXO DA M?DIA'
3,-1.210.347,1,A,B,'ABAIXO DA M?DIA'
3,-1.067.818,1,A,C,'ABAIXO DA M?DIA'
3,-125.545,1,A,C,'ABAIXO DA M?DIA'
3,-1.882.714,1,?,A,'ABAIXO DA M?DIA'
3,-1.193.257,1,A,A,'ABAIXO DA M?DIA'
3,0.528018,1,A,B,'ABAIXO DA M?DIA'
3,-0.858842,1,A,A,'ABAIXO DA M?DIA'
3,-122.073,1,A,A,'ABAIXO DA M?DIA'
3,-0.204166,1,A,C,'ABAIXO DA M?DIA'
3,-0.893917,1,A,B,'ABAIXO DA M?DIA'
3,-0.545193,1,A,A,'ABAIXO DA M?DIA'
3,-2.186.885,1,A,A,'ABAIXO DA M?DIA'
3,-0.91503,1,A,B,'ABAIXO DA M?DIA'
3,-1.364.978,1,A,B,'ABAIXO DA M?DIA'
3,-0.687238,1,A,B,'ABAIXO DA M?DIA'
3,0.588872,1,A,A,'ABAIXO DA M?DIA'
3,-1.283.025,1,A,A,'ABAIXO DA M?DIA'
3,-0.763048,1,A,C,'ABAIXO DA M?DIA'
3,-0.519529,1,A,C,'ABAIXO DA M?DIA'
3,-1.507.514,1,A,B,'ABAIXO DA M?DIA'
3,-0.123858,1,A,B,'ABAIXO DA M?DIA'
3,-1.483.693,1,A,A,'ABAIXO DA M?DIA'
3,-1.114.564,1,A,A,'ABAIXO DA M?DIA'
3,-1.958.821,1,A,A,'ABAIXO DA M?DIA'
3,-118.493,1,B,A,'ABAIXO DA M?DIA'
3,-0.648146,1,B,A,'ABAIXO DA M?DIA'
3,-1.020.064,1,A,B,'ABAIXO DA M?DIA'
3,-1.686.103,1,A,D,'ABAIXO DA M?DIA'
3,-1.116.869,1,A,D,'ABAIXO DA M?DIA'
3,-1.078.785,1,B,B,'ABAIXO DA M?DIA'
3,-1.568.121,1,A,B,'ABAIXO DA M?DIA'
3,-0.873756,1,A,A,'ABAIXO DA M?DIA'
3,-0.365799,1,?,B,'ABAIXO DA M?DIA'
3,-1.708.088,1,A,A,'ABAIXO DA M?DIA'
3,-0.306958,1,A,C,'ABAIXO DA M?DIA'
3,-1.130.587,1,A,A,'ABAIXO DA M?DIA'
3,-1.480.521,1,B,B,'ABAIXO DA M?DIA'
3,-1.332.455,1,A,B,'ABAIXO DA M?DIA'
3,-1.513.874,1,A,A,'ABAIXO DA M?DIA'
3,-1.894.944,1,A,A,'ABAIXO DA M?DIA'
3,-1.837.009,1,A,C,'ABAIXO DA M?DIA'
3,-1.248.093,1,A,A,'ABAIXO DA M?DIA'
3,-0.743686,1,A,B,'ABAIXO DA M?DIA'
3,-0.948509,1,A,B,'ABAIXO DA M?DIA'
3,-1.237.236,1,A,A,'ABAIXO DA M?DIA'
3,-1.353.561,1,A,C,'ABAIXO DA M?DIA'
3,-1.875.283,1,A,B,'ABAIXO DA M?DIA'
3,-1.740.518,1,A,B,'ABAIXO DA M?DIA'
3,-1.107.855,1,A,B,'ABAIXO DA M?DIA'
3,-0.074808,1,A,B,'ABAIXO DA M?DIA'
3,-0.899884,1,A,A,'ABAIXO DA M?DIA'
3,-1.119.792,1,A,B,'ABAIXO DA M?DIA'
3,-1.503.156,1,A,B,'ABAIXO DA M?DIA'
3,-0.661775,1,A,B,'ABAIXO DA M?DIA'
3,-2.077.083,1,A,B,'ABAIXO DA M?DIA'
3,-2.138.414,1,A,B,'ABAIXO DA M?DIA'
3,-1.888.511,1,A,B,'ABAIXO DA M?DIA'
3,-1.390.632,1,A,A,'ABAIXO DA M?DIA'
3,-1.751.177,1,A,B,'ABAIXO DA M?DIA'
3,-1.259.442,1,A,B,'ABAIXO DA M?DIA'
3,-0.997567,1,A,?,'ABAIXO DA M?DIA'
3,-1.850.406,1,A,B,'ABAIXO DA M?DIA'
3,-1.888.808,1,A,B,'ABAIXO DA M?DIA'
3,-0.804266,1,A,B,'ABAIXO DA M?DIA'
3,-0.292822,1,A,B,'ABAIXO DA M?DIA'
3,-111.999,1,A,C,'ABAIXO DA M?DIA'
3,-0.649098,1,A,B,'ABAIXO DA M?DIA'
3,-0.900314,1,A,B,'ABAIXO DA M?DIA'
3,-1.959.902,1,A,B,'ABAIXO DA M?DIA'
3,-0.396646,1,A,B,'ABAIXO DA M?DIA'
3,-1.752.863,1,A,B,'ABAIXO DA M?DIA'
3,-0.897665,1,A,D,'ABAIXO DA M?DIA'
3,0.396327,1,A,C,'ABAIXO DA M?DIA'
3,-0.966051,1,B,C,'ABAIXO DA M?DIA'
3,-0.74162,1,A,B,'ABAIXO DA M?DIA'
3,0.861244,1,A,D,'ABAIXO DA M?DIA'
3,-0.762411,1,A,D,'ABAIXO DA M?DIA'
3,-1.717.041,1,?,C,'ABAIXO DA M?DIA'
3,-0.371945,1,A,C,'ABAIXO DA M?DIA'
3,-1.170.161,1,A,C,'ABAIXO DA M?DIA'
3,-0.827301,1,A,A,'ABAIXO DA M?DIA'
3,-0.52036,1,A,D,'ABAIXO DA M?DIA'
3,-0.43913,1,A,B,'ABAIXO DA M?DIA'
3,-0.796825,1,A,B,'ABAIXO DA M?DIA'
3,-134.271,1,B,B,'ABAIXO DA M?DIA'
3,-0.645786,1,A,C,'ABAIXO DA M?DIA'
3,-143.484,1,A,B,'ABAIXO DA M?DIA'
3,-0.146726,1,A,D,'ABAIXO DA M?DIA'
3,-1.376.506,1,A,B,'ABAIXO DA M?DIA'
3,-1.792.989,1,A,A,'ABAIXO DA M?DIA'
3,-2.001.393,1,A,B,'ABAIXO DA M?DIA'
3,-0.950778,1,A,C,'ABAIXO DA M?DIA'
3,-0.09548,1,A,D,'ABAIXO DA M?DIA'
3,-1.079.157,1,A,B,'ABAIXO DA M?DIA'
3,-0.9686,1,A,B,'ABAIXO DA M?DIA'
3,-1.335.734,1,A,D,'ABAIXO DA M?DIA'
3,-1.786.336,1,A,C,'ABAIXO DA M?DIA'
3,-0.528143,1,A,D,'ABAIXO DA M?DIA'
3,0.320537,1,A,A,'ABAIXO DA M?DIA'
3,0.333326,1,A,C,'ABAIXO DA M?DIA'
3,-0.527335,1,A,D,'ABAIXO DA M?DIA'
3,-112.977,1,A,D,'ABAIXO DA M?DIA'
3,-0.823632,1,A,C,'ABAIXO DA M?DIA'
3,-1.666.346,1,A,B,'ABAIXO DA M?DIA'
3,-0.751208,1,A,D,'ABAIXO DA M?DIA'
3,-1.423.965,1,A,B,'ABAIXO DA M?DIA'
3,-154.927,1,B,C,'ABAIXO DA M?DIA'
3,-1.911.835,1,A,A,'ABAIXO DA M?DIA'
3,-1.174.286,1,A,D,'ABAIXO DA M?DIA'
3,-2.049.669,1,A,A,'ABAIXO DA M?DIA'
3,-1.172.689,1,A,D,'ABAIXO DA M?DIA'
3,-0.211654,1,A,D,'ABAIXO DA M?DIA'
3,-0.50425,1,A,D,'ABAIXO DA M?DIA'
3,-1.177.202,1,A,C,'ABAIXO DA M?DIA'
3,-0.929249,1,A,D,'ABAIXO DA M?DIA'
3,-0.782458,1,A,D,'ABAIXO DA M?DIA'
3,-1.552.486,1,A,C,'ABAIXO DA M?DIA'
3,-1.485.534,1,A,A,'ABAIXO DA M?DIA'
3,-0.971177,1,A,D,'ABAIXO DA M?DIA'
3,-0.756779,1,A,C,'ABAIXO DA M?DIA'
3,-1.026.539,1,A,B,'ABAIXO DA M?DIA'
3,-1.597.484,1,A,D,'ABAIXO DA M?DIA'
3,0.216592,1,A,D,'ABAIXO DA M?DIA'
3,-1.238.815,1,A,D,'ABAIXO DA M?DIA'
3,-1.501.821,1,A,D,'ABAIXO DA M?DIA'
3,-1.589.294,1,A,B,'ABAIXO DA M?DIA'
3,-1.301.518,1,A,D,'ABAIXO DA M?DIA'
3,-1.622.764,1,A,C,'ABAIXO DA M?DIA'
3,-0.748244,1,A,D,'ABAIXO DA M?DIA'
3,-1.249.234,1,A,A,'ABAIXO DA M?DIA'
3,-1.339.644,1,A,B,'ABAIXO DA M?DIA'
3,-1.250.191,1,A,B,'ABAIXO DA M?DIA'
3,-0.303219,1,A,D,'ABAIXO DA M?DIA'
3,-0.992552,1,A,D,'ABAIXO DA M?DIA'
3,-1.113.966,1,A,B,'ABAIXO DA M?DIA'
3,-1.985.895,1,?,B,'ABAIXO DA M?DIA'
3,-2.215.339,1,A,B,'ABAIXO DA M?DIA'
3,-0.142404,1,A,C,'ABAIXO DA M?DIA'
3,-1.429.287,1,B,D,'ABAIXO DA M?DIA'
3,-1.457.096,1,A,D,'ABAIXO DA M?DIA'
3,-10.096,1,A,A,'ABAIXO DA M?DIA'
3,-0.97134,1,A,C,'ABAIXO DA M?DIA'
3,-155.671,1,A,C,'ABAIXO DA M?DIA'
3,-0.991118,1,A,C,'ABAIXO DA M?DIA'
3,-1.637.874,1,A,B,'ABAIXO DA M?DIA'
3,-1.133.773,1,A,C,'ABAIXO DA M?DIA'
3,-1.623.967,1,A,C,'ABAIXO DA M?DIA'
3,-1.035.722,1,A,B,'ABAIXO DA M?DIA'
3,-1.714.928,1,A,C,'ABAIXO DA M?DIA'
3,-0.957564,1,A,D,'ABAIXO DA M?DIA'
3,-1.734.956,1,A,C,'ABAIXO DA M?DIA'
3,-1.679.559,1,A,D,'ABAIXO DA M?DIA'
3,-1.177.563,1,A,C,'ABAIXO DA M?DIA'
3,-1.389.357,1,A,C,'ABAIXO DA M?DIA'
3,-1.488.586,1,A,C,'ABAIXO DA M?DIA'
3,-1.234.789,1,A,A,'ABAIXO DA M?DIA'
3,-0.935617,1,A,B,'ABAIXO DA M?DIA'
3,-0.066379,1,A,B,'ABAIXO DA M?DIA'
3,-1.327.328,1,A,A,'ABAIXO DA M?DIA'
3,-1.573.492,1,B,B,'ABAIXO DA M?DIA'
3,-1.233.948,1,A,B,'ABAIXO DA M?DIA'
3,-1.190.006,1,A,D,'ABAIXO DA M?DIA'
3,-0.340155,1,A,B,'ABAIXO DA M?DIA'
3,0.538854,1,A,C,'ABAIXO DA M?DIA'
3,-0.518614,1,A,B,'ABAIXO DA M?DIA'
3,-0.835528,1,A,C,'ABAIXO DA M?DIA'
3,-0.440632,1,A,A,'ABAIXO DA M?DIA'
3,-0.339558,1,A,B,'ABAIXO DA M?DIA'
3,-1.587.017,1,A,C,'ABAIXO DA M?DIA'
3,-1.268.424,1,A,C,'ABAIXO DA M?DIA'
3,-1.268.193,1,A,A,'ABAIXO DA M?DIA'
3,-0.851589,1,A,D,'ABAIXO DA M?DIA'
3,0.198734,1,A,D,'ABAIXO DA M?DIA'
3,-1.298.597,1,A,B,'ABAIXO DA M?DIA'
3,-1.217.872,1,A,A,'ABAIXO DA M?DIA'
3,-1.355.277,1,A,C,'ABAIXO DA M?DIA'
3,-1.026.193,1,A,A,'ABAIXO DA M?DIA'
3,-0.056213,1,A,B,'ABAIXO DA M?DIA'
3,-0.514809,1,A,C,'ABAIXO DA M?DIA'
3,0.594098,1,A,B,'ABAIXO DA M?DIA'
3,-0.842888,1,A,B,'ABAIXO DA M?DIA'
3,-0.229708,1,A,C,'ABAIXO DA M?DIA'
3,-1.606.848,1,A,B,'ABAIXO DA M?DIA'
3,0.903113,1,A,B,'ABAIXO DA M?DIA'
3,-1.854.555,1,A,C,'ABAIXO DA M?DIA'
3,-0.514784,1,A,C,'ABAIXO DA M?DIA'
3,-0.017552,1,A,?,'ABAIXO DA M?DIA'
3,-1.478.297,1,A,A,'ABAIXO DA M?DIA'
3,-1.193.498,1,A,C,'ABAIXO DA M?DIA'
3,-0.794446,1,A,A,'ABAIXO DA M?DIA'
3,0.198293,1,A,A,'ABAIXO DA M?DIA'
3,-0.639312,1,A,B,'ABAIXO DA M?DIA'
3,-0.88294,1,A,?,'ABAIXO DA M?DIA'
3,-0.936758,1,A,D,'ABAIXO DA M?DIA'
3,-1.766.922,1,?,D,'ABAIXO DA M?DIA'
3,-1.330.077,1,A,C,'ABAIXO DA M?DIA'
3,-0.702688,1,A,A,'ABAIXO DA M?DIA'
3,-0.694791,1,A,C,'ABAIXO DA M?DIA'
3,-0.965045,1,A,C,'ABAIXO DA M?DIA'
3,-0.366701,1,A,D,'ABAIXO DA M?DIA'
3,-148.408,1,A,B,'ABAIXO DA M?DIA'
3,-0.202187,1,A,C,'ABAIXO DA M?DIA'
3,-2.153.768,1,A,D,'ABAIXO DA M?DIA'
