ID_ESCOLA,ID_LOCALIZACAO,ID_TURMA,ID_TURNO,ID_ALUNO,TX_RESP_BLOCO_2_MT,ESTRATO_ANEB,PESO_ALUNO_LP,'RESULTADO IDEB',CONDICAO
27044289,1,604390,1,17847875,ADCCBCBACABDD,270915231,1.125.000.000.000.000,4.8,'ABAIXO DA MEDIA'
27044289,1,604390,1,17847876,ADADDBCDDADCA,270915231,1.125.000.000.000.000,4.8,'ABAIXO DA MEDIA'
27044289,1,604390,1,17847877,.............,270915231,?,4.8,'ABAIXO DA MEDIA'
27044289,1,604390,1,17847878,BBDCDBACCACBC,270915231,1.125.000.000.000.000,4.8,'ABAIXO DA MEDIA'
27044289,1,604390,1,17847879,ADCCADAAACBBA,270915231,1.125.000.000.000.000,4.8,'ABAIXO DA MEDIA'
27044289,1,604390,1,17847880,ABACDABACCDBA,270915231,1.125.000.000.000.000,4.8,'ABAIXO DA MEDIA'
27044289,1,604390,1,17847881,CDDDDBCDBDDCC,270915231,1.125.000.000.000.000,4.8,'ABAIXO DA MEDIA'
27044289,1,604390,1,17847882,CAADBCDDCBDCC,270915231,1.125.000.000.000.000,4.8,'ABAIXO DA MEDIA'
27044289,1,604390,1,17847883,AADCCDBACAABC,270915231,1.125.000.000.000.000,4.8,'ABAIXO DA MEDIA'
27044289,1,604390,1,17847884,CBBDAAABDBABA,270915231,1.125.000.000.000.000,4.8,'ABAIXO DA MEDIA'
27044289,1,604390,1,17847885,CBBCAACCCBACD,270915231,1.125.000.000.000.000,4.8,'ABAIXO DA MEDIA'
27044289,1,604390,1,17847886,BCCBBBCDACBBB,270915231,1.125.000.000.000.000,4.8,'ABAIXO DA MEDIA'
27044289,1,604390,1,17847887,DBCCDCACCBABC,270915231,1.125.000.000.000.000,4.8,'ABAIXO DA MEDIA'
27044289,1,604390,1,17847888,.............,270915231,?,4.8,'ABAIXO DA MEDIA'
27044289,1,604390,1,17847889,CAAACCCCDCCAC,270915231,1.125.000.000.000.000,4.8,'ABAIXO DA MEDIA'
27044289,1,604390,1,17847890,ACBDCDADBCDAC,270915231,1.125.000.000.000.000,4.8,'ABAIXO DA MEDIA'
27044289,1,604390,1,17847891,CCDADBADABDBD,270915231,1.125.000.000.000.000,4.8,'ABAIXO DA MEDIA'
27044289,1,604390,1,17847892,CCADBAADCDADA,270915231,1.125.000.000.000.000,4.8,'ABAIXO DA MEDIA'
27044289,1,604390,1,17847893,.............,270915231,?,4.8,'ABAIXO DA MEDIA'
27044289,1,604390,1,17847894,.............,270915231,?,4.8,'ABAIXO DA MEDIA'
27044297,1,604391,1,17847895,ABCDAAABABBAA,270915231,1.166.666.666.700.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604391,1,17847896,.............,270915231,?,4.5,'ABAIXO DA MEDIA'
27044297,1,604391,1,17847897,BCCCBDBDCCDCB,270915231,1.166.666.666.700.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604391,1,17847898,BCBBDCBDCDBBA,270915231,1.166.666.666.700.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604391,1,17847899,CACBCDCABDBDC,270915231,1.166.666.666.700.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604391,1,17847900,CBCBBCAADBCAA,270915231,1.166.666.666.700.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604391,1,17847901,ACADACCCDDBCC,270915231,1.166.666.666.700.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604391,1,17847902,ABDCBBBCBBDAC,270915231,1.166.666.666.700.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604391,1,17847903,CCDBCDDABDCDD,270915231,1.166.666.666.700.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604391,1,17847904,ACDADCCDBDABD,270915231,1.166.666.666.700.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604391,1,17847905,.............,270915231,?,4.5,'ABAIXO DA MEDIA'
27044297,1,604391,1,17847906,AABABCAAACCCB,270915231,1.166.666.666.700.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604391,1,17847907,.............,270915231,?,4.5,'ABAIXO DA MEDIA'
27044297,1,604391,1,17847908,CDCAACBCDCCDB,270915231,1.166.666.666.700.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604391,1,17847909,ABBBABABAABAB,270915231,1.166.666.666.700.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604391,1,17847910,ACBDBCADDBDBD,270915231,1.166.666.666.700.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604391,1,17847911,ABACCABCBBAAC,270915231,1.166.666.666.700.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604391,1,17847912,.............,270915231,?,4.5,'ABAIXO DA MEDIA'
27044297,1,604391,1,17847913,AADDDCBABCCCA,270915231,1.166.666.666.700.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604391,1,17847914,CDACCCADADDAC,270915231,1.166.666.666.700.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604391,1,17847915,ADBDAABBDDBCB,270915231,1.166.666.666.700.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604391,1,17847916,ADCBDDCBBCCDB,270915231,1.166.666.666.700.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604391,1,17847917,ABABCBCDBACDC,270915231,1.166.666.666.700.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604391,1,17847918,CCDADBCDBADAC,270915231,1.166.666.666.700.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604391,1,17847919,ACCBADBBCCDAA,270915231,1.166.666.666.700.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604391,1,17847920,CCBDCCCCCDDBA,270915231,1.166.666.666.700.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604391,1,17847921,ACBADCCDACAAD,270915231,1.166.666.666.700.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604391,1,17847922,DCBAABCDCBABA,270915231,1.166.666.666.700.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604391,1,17847923,.............,270915231,?,4.5,'ABAIXO DA MEDIA'
27044297,1,604391,1,17847924,.............,270915231,?,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847925,CADDAABCCDBAB,270915231,1.030.303.030.300.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847926,AAAABCBACBDBB,270915231,1.030.303.030.300.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847927,BAABAABCCDBBA,270915231,1.030.303.030.300.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847928,ADADABCCBCDBA,270915231,1.030.303.030.300.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847929,CABADBCDDCCBB,270915231,1.030.303.030.300.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847930,ADBAAABDABCCD,270915231,1.030.303.030.300.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847931,ABDCDBACCABDA,270915231,1.030.303.030.300.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847932,BBCAAADCCBCDC,270915231,1.030.303.030.300.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847933,DDBABCBABCADA,270915231,1.030.303.030.300.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847934,ADADCBDCCBCDC,270915231,1.030.303.030.300.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847935,CDBDADDAACDAC,270915231,1.030.303.030.300.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847936,BABABBAABCBAA,270915231,1.030.303.030.300.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847937,CADCDBACCCADB,270915231,1.030.303.030.300.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847938,.............,270915231,?,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847939,BCBACBACBBBCD,270915231,1.030.303.030.300.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847940,CBBDDDDCDDCAA,270915231,1.030.303.030.300.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847941,AADCBDACBCCCB,270915231,1.030.303.030.300.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847942,CDADCBCDCADAC,270915231,1.030.303.030.300.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847943,CDCBBDACBDDDA,270915231,1.030.303.030.300.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847944,CCAADACDACDBD,270915231,1.030.303.030.300.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847945,DCCBABDDBCDCC,270915231,1.030.303.030.300.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847946,DAADBDBAACBDA,270915231,1.030.303.030.300.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847947,BABAACCDDCDDD,270915231,1.030.303.030.300.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847948,ACCBCACDABBAA,270915231,1.030.303.030.300.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847949,DBACBCAACCACB,270915231,1.030.303.030.300.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847950,ABABAAADDDCCA,270915231,1.030.303.030.300.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847951,CADCDDACBAACB,270915231,1.030.303.030.300.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847952,CDBABBCAACABB,270915231,1.030.303.030.300.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847953,BAAADBCDBCDDC,270915231,1.030.303.030.300.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847954,BBACCBBACABDA,270915231,1.030.303.030.300.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847955,DABDCCBCCAADC,270915231,1.030.303.030.300.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847956,BCABDBCDBAADC,270915231,1.030.303.030.300.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847957,DDBADCCDBCAAA,270915231,1.030.303.030.300.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847958,CDDCBAACABBCA,270915231,1.030.303.030.300.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847959,.............,270915231,?,4.5,'ABAIXO DA MEDIA'
27044297,1,604392,1,17847960,.............,270915231,?,4.5,'ABAIXO DA MEDIA'
27044297,1,604393,1,17847961,CCDDABBDCABDA,270915231,1.071.428.571.400.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604393,1,17847962,BDCCBDAAADCCD,270915231,1.071.428.571.400.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604393,1,17847963,CCCDBACADCCBA,270915231,1.071.428.571.400.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604393,1,17847964,CCCACCAADCCAB,270915231,1.071.428.571.400.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604393,1,17847965,DAADACACCAADA,270915231,1.071.428.571.400.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604393,1,17847966,ABDCBDBDCBDAC,270915231,1.071.428.571.400.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604393,1,17847967,CABDCCBCCCABA,270915231,1.071.428.571.400.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604393,1,17847968,AABCCBCACABAA,270915231,1.071.428.571.400.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604393,1,17847969,ACADACCDCDADC,270915231,1.071.428.571.400.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604393,1,17847970,CAADCBAACABDC,270915231,1.071.428.571.400.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604393,1,17847971,AABBDDAACDADC,270915231,1.071.428.571.400.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604393,1,17847972,CDCDCCCACCBCB,270915231,1.071.428.571.400.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604393,1,17847973,ACCCBCACDACCC,270915231,1.071.428.571.400.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604393,1,17847974,ACCACABABADAD,270915231,1.071.428.571.400.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604393,1,17847975,AABDACBCCBBDC,270915231,1.071.428.571.400.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604393,1,17847976,CBAADACDDAABD,270915231,1.071.428.571.400.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604393,1,17847977,CABBBBDDBACBC,270915231,1.071.428.571.400.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604393,1,17847978,BCADBCAABCABA,270915231,1.071.428.571.400.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604393,1,17847979,CAACABCACBBCC,270915231,1.071.428.571.400.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604393,1,17847980,.............,270915231,?,4.5,'ABAIXO DA MEDIA'
27044297,1,604393,1,17847981,AADBBCADDBAAD,270915231,1.071.428.571.400.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604393,1,17847982,CBCDBABCABACC,270915231,1.071.428.571.400.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604393,1,17847983,CABBCDBBBACBD,270915231,1.071.428.571.400.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604393,1,17847984,BCBADABBBCDCB,270915231,1.071.428.571.400.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604393,1,17847985,.............,270915231,?,4.5,'ABAIXO DA MEDIA'
27044297,1,604393,1,17847986,DDABACAAAACDA,270915231,1.071.428.571.400.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604393,1,17847987,DCBAACBDBACAC,270915231,1.071.428.571.400.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604393,1,17847988,AABCDBDDDBACC,270915231,1.071.428.571.400.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604393,1,17847989,CCCCCABABABAC,270915231,1.071.428.571.400.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604393,1,17847990,ABCCACAABABAA,270915231,1.071.428.571.400.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604393,1,17847991,.............,270915231,?,4.5,'ABAIXO DA MEDIA'
27044297,1,604393,1,17847992,.............,270915231,?,4.5,'ABAIXO DA MEDIA'
27044297,1,604394,1,17847993,CBADBAADDBCDB,270915231,1.032.258.064.500.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604394,1,17847994,BDBDBBDDCBAAC,270915231,1.032.258.064.500.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604394,1,17847995,CABAACCAAACAD,270915231,1.032.258.064.500.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604394,1,17847996,ABCBADDBADCDA,270915231,1.032.258.064.500.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604394,1,17847997,CDCCAAABCBBDC,270915231,1.032.258.064.500.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604394,1,17847998,BAACDCBCAAACA,270915231,1.032.258.064.500.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604394,1,17847999,CBCDCCADABBAA,270915231,1.032.258.064.500.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604394,1,17848000,DABDAACCAAACA,270915231,1.032.258.064.500.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604394,1,17848001,CADACBBABDBBC,270915231,1.032.258.064.500.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604394,1,17848002,CCCCCBCCCDBAD,270915231,1.032.258.064.500.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604394,1,17848003,CDBDACDDCDBBC,270915231,1.032.258.064.500.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604394,1,17848004,AADABCAACCBDA,270915231,1.032.258.064.500.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604394,1,17848005,CACCACAACABDA,270915231,1.032.258.064.500.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604394,1,17848006,ACBCDDACCACAA,270915231,1.032.258.064.500.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604394,1,17848007,DCCDDBCDBDABC,270915231,1.032.258.064.500.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604394,1,17848008,.............,270915231,?,4.5,'ABAIXO DA MEDIA'
27044297,1,604394,1,17848009,ABCCCCDCDABAB,270915231,1.032.258.064.500.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604394,1,17848010,ACDBABCDDAABC,270915231,1.032.258.064.500.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604394,1,17848011,ADCDBCAADDAAD,270915231,1.032.258.064.500.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604394,1,17848012,ACCDBBCADACAC,270915231,1.032.258.064.500.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604394,1,17848013,CAAACAABDDCAA,270915231,1.032.258.064.500.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604394,1,17848014,BACABCAACAADB,270915231,1.032.258.064.500.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604394,1,17848015,CABCAAADAACAA,270915231,1.032.258.064.500.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604394,1,17848016,CCADCAACAABCA,270915231,1.032.258.064.500.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604394,1,17848017,DABACAAABBCCA,270915231,1.032.258.064.500.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604394,1,17848018,BAADDCCDCABBD,270915231,1.032.258.064.500.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604394,1,17848019,ABBCDACDAAADC,270915231,1.032.258.064.500.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604394,1,17848020,DDBBCDBDBBCDD,270915231,1.032.258.064.500.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604394,1,17848021,ACACDCACCABDB,270915231,1.032.258.064.500.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604394,1,17848022,BCABCDCDBADCB,270915231,1.032.258.064.500.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604394,1,17848023,DADCBABCBACBC,270915231,1.032.258.064.500.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604394,1,17848024,CAABBABABCCAD,270915231,1.032.258.064.500.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604394,1,17848025,.............,270915231,?,4.5,'ABAIXO DA MEDIA'
27044297,1,604394,1,17848026,.............,270915231,?,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848027,AADCBCAADDDDA,270915231,1.346.153.846.200.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848028,.............,270915231,?,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848029,DAAACBCABAADD,270915231,1.346.153.846.200.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848030,.............,270915231,?,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848031,CAAAABBDCABCC,270915231,1.346.153.846.200.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848032,DDDBCBADADCAD,270915231,1.346.153.846.200.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848033,AADCCADDABADA,270915231,1.346.153.846.200.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848034,BBCBCBCCAACDC,270915231,1.346.153.846.200.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848035,CCBCBBCDCCBAD,270915231,1.346.153.846.200.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848036,CBCDDAADADBAA,270915231,1.346.153.846.200.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848037,.............,270915231,?,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848038,DABCBACDBACCC,270915231,1.346.153.846.200.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848039,.............,270915231,?,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848040,ABDADAACBCDCA,270915231,1.346.153.846.200.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848041,.............,270915231,?,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848042,CCCACABDDBDBC,270915231,1.346.153.846.200.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848043,DABCABBBDDDDC,270915231,1.346.153.846.200.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848044,BCBABCBBACCCB,270915231,1.346.153.846.200.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848045,.............,270915231,?,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848046,BDBCADAAACADB,270915231,1.346.153.846.200.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848047,BBCDACCCDDBDD,270915231,1.346.153.846.200.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848048,DAABCAAAABBBA,270915231,1.346.153.846.200.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848049,.............,270915231,?,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848050,ACDDBCAAABACC,270915231,1.346.153.846.200.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848051,ACDADCADABAAB,270915231,1.346.153.846.200.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848052,ACDADCADABAAB,270915231,1.346.153.846.200.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848053,.............,270915231,?,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848054,AABCDBBCABABA,270915231,1.346.153.846.200.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848055,AACCCABABBDAA,270915231,1.346.153.846.200.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848056,DCCDBDBDACDDB,270915231,1.346.153.846.200.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848057,.............,270915231,?,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848058,BABDBADABDDDB,270915231,1.346.153.846.200.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848059,CAAAABBDCABCC,270915231,1.346.153.846.200.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848060,ACAAABBCCABCC,270915231,1.346.153.846.200.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848061,CBBACBBCADBCB,270915231,1.346.153.846.200.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848062,.............,270915231,?,4.5,'ABAIXO DA MEDIA'
27044297,1,604395,1,17848063,.............,270915231,?,4.5,'ABAIXO DA MEDIA'
27044297,1,604396,2,17848064,CBDAABACCAAAC,270915231,1.260.869.565.200.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604396,2,17848065,CBABCBBDCBBCC,270915231,1.260.869.565.200.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604396,2,17848066,ADADABCBBDDCC,270915231,1.260.869.565.200.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604396,2,17848067,.............,270915231,?,4.5,'ABAIXO DA MEDIA'
27044297,1,604396,2,17848068,.............,270915231,?,4.5,'ABAIXO DA MEDIA'
27044297,1,604396,2,17848069,BDBDCBADBCBDA,270915231,1.260.869.565.200.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604396,2,17848070,AAADDBBBCAADA,270915231,1.260.869.565.200.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604396,2,17848071,BDABCABDADCDB,270915231,1.260.869.565.200.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604396,2,17848072,CCBDACADCCBBB,270915231,1.260.869.565.200.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604396,2,17848073,.............,270915231,?,4.5,'ABAIXO DA MEDIA'
27044297,1,604396,2,17848074,CBBDCCACABCBA,270915231,1.260.869.565.200.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604396,2,17848075,BADDBADBAAAAA,270915231,1.260.869.565.200.000,4.5,'ABAIXO DA MEDIA'
27044297,1,604396,2,17848076,.............,270915231,?,4.5,'ABAIXO DA MEDIA'
27044297,1,604396,2,17848077,CBBBAAADCDABB,270915231,1.260.869.565.200.000,4.5,'ABAIXO DA MEDIA'
