ID_PROVA_BRASIL,ID_UF,ID_MUNICIPIO,ID_ESCOLA,ID_DEPENDENCIA_ADM,ID_LOCALIZACAO,IN_PREENCHIMENTO_QUESTIONARIO,TX_RESP_Q001,TX_RESP_Q002,TX_RESP_Q003,TX_RESP_Q004,TX_RESP_Q005,TX_RESP_Q006,TX_RESP_Q007,TX_RESP_Q008,TX_RESP_Q009,TX_RESP_Q010,TX_RESP_Q011,TX_RESP_Q012,TX_RESP_Q013,TX_RESP_Q014,TX_RESP_Q015,TX_RESP_Q016,TX_RESP_Q017,TX_RESP_Q018,TX_RESP_Q019,TX_RESP_Q020,TX_RESP_Q021,TX_RESP_Q022,TX_RESP_Q023,TX_RESP_Q024,TX_RESP_Q025,TX_RESP_Q026,TX_RESP_Q027,TX_RESP_Q028,TX_RESP_Q029,TX_RESP_Q030,TX_RESP_Q031,TX_RESP_Q032,TX_RESP_Q033,TX_RESP_Q034,TX_RESP_Q035,TX_RESP_Q036,TX_RESP_Q037,TX_RESP_Q038,TX_RESP_Q039,TX_RESP_Q040,TX_RESP_Q041,TX_RESP_Q042,TX_RESP_Q043,TX_RESP_Q044,TX_RESP_Q045,TX_RESP_Q046,TX_RESP_Q047,TX_RESP_Q048,TX_RESP_Q049,TX_RESP_Q050,TX_RESP_Q051,TX_RESP_Q052,TX_RESP_Q053,TX_RESP_Q054,TX_RESP_Q055,TX_RESP_Q056,TX_RESP_Q057,TX_RESP_Q058,TX_RESP_Q059,TX_RESP_Q060,TX_RESP_Q061,TX_RESP_Q062,TX_RESP_Q063,TX_RESP_Q064,TX_RESP_Q065,TX_RESP_Q066,TX_RESP_Q067,TX_RESP_Q068,TX_RESP_Q069,TX_RESP_Q070,TX_RESP_Q071,TX_RESP_Q072,TX_RESP_Q073,TX_RESP_Q074,TX_RESP_Q075,TX_RESP_Q076,TX_RESP_Q077,TX_RESP_Q078,TX_RESP_Q079,TX_RESP_Q080,TX_RESP_Q081,TX_RESP_Q082,TX_RESP_Q083,TX_RESP_Q084,TX_RESP_Q085,TX_RESP_Q086,TX_RESP_Q087,TX_RESP_Q088,TX_RESP_Q089,TX_RESP_Q090,TX_RESP_Q091,TX_RESP_Q092,TX_RESP_Q093,TX_RESP_Q094,TX_RESP_Q095,TX_RESP_Q096,TX_RESP_Q097,TX_RESP_Q098,TX_RESP_Q099,TX_RESP_Q100,TX_RESP_Q101,TX_RESP_Q102,TX_RESP_Q103,TX_RESP_Q104,TX_RESP_Q105,TX_RESP_Q106,TX_RESP_Q107,TX_RESP_Q108,TX_RESP_Q109,TX_RESP_Q110,TX_RESP_Q111
2015,27,2704302,27036278,3,1,1,B,D,A,D,C,C,B,C,C,G,C,G,C,B,D,C,C,E,B,D,B,C,C,B,B,B,E,E,E,B,E,H,A,A,A,A,E,A,A,A,E,E,B,D,D,D,D,D,D,D,D,D,B,A,B,E,B,B,A,B,,C,C,D,B,B,A,B,B,D,B,A,A,A,A,B,B,A,A,A,A,B,A,B,A,B,A,B,A,A,A,B,B,B,B,B,B,B,B,A,A,A,B,A,A,B,B,A,B,C,C
2015,27,2704302,27225011,3,1,1,B,D,B,D,D,C,B,C,E,I,C,I,A,B,D,C,A,E,B,C,B,B,B,B,B,A,A,D,E,C,E,G,A,A,A,A,E,C,A,E,D,C,A,C,D,D,D,D,D,A,A,C,B,B,A,C,A,A,C,A,A,D,D,D,C,D,B,D,D,B,B,A,A,A,A,A,B,A,A,A,A,B,A,B,A,B,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,C
2015,27,2704302,27225348,3,1,1,B,D,A,H,D,B,B,C,E,I,C,I,A,B,F,D,D,F,A,A,B,C,C,C,B,B,E,E,E,C,C,H,A,A,A,A,E,A,E,I,C,C,B,D,D,D,D,D,C,B,B,C,B,A,A,B,A,C,A,A,A,C,E,E,D,E,A,A,A,A,A,A,A,A,A,A,B,B,A,A,B,B,A,B,A,B,A,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,C,C
2015,27,2704302,27036065,3,1,1,A,D,B,H,D,C,B,C,E,F,A,I,C,B,G,C,C,F,B,D,B,C,B,B,C,B,E,E,E,B,D,H,A,A,A,A,C,A,E,F,C,D,B,C,D,D,D,D,B,C,C,C,B,B,B,C,C,C,A,B,B,C,D,D,D,D,C,A,A,A,B,A,A,B,A,B,A,A,A,A,B,B,A,B,A,B,A,A,A,B,B,B,B,B,B,B,B,B,B,A,A,A,B,A,B,B,B,A,B,C,C
2015,27,2704302,27226301,3,1,1,B,F,B,H,D,B,B,A,A,J,A,E,A,C,H,E,E,G,A,B,B,B,C,C,,A,A,A,E,C,C,D,A,A,A,A,E,A,D,E,D,D,A,C,C,D,D,D,B,B,C,C,B,B,A,B,A,A,A,B,A,D,D,D,B,D,B,D,A,B,A,D,A,B,B,B,A,A,A,A,A,B,A,B,A,B,A,B,B,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,A,A,B,C,C
2015,27,2704302,27230074,3,1,1,B,D,B,D,C,B,B,C,E,H,C,H,B,B,F,C,C,G,B,D,B,C,C,B,B,A,A,D,E,B,A,B,A,A,A,A,E,D,E,E,B,A,B,C,C,B,D,C,A,A,A,B,A,A,B,B,B,A,B,A,B,D,D,D,C,D,A,D,D,D,C,B,B,B,A,C,B,B,A,A,A,B,A,B,A,B,A,A,A,B,A,B,B,B,B,B,B,B,B,A,A,B,B,B,B,B,B,A,B,C,C
2015,27,2704302,27216977,3,1,1,B,F,C,D,C,C,C,C,E,I,C,J,D,E,G,D,D,G,B,C,A,A,A,A,A,A,A,E,E,B,E,H,A,A,A,A,E,D,A,A,A,C,A,C,D,D,D,D,A,C,A,C,B,B,A,E,B,C,A,A,A,C,D,D,C,D,D,C,C,A,A,A,C,C,A,C,A,A,B,A,B,B,A,B,A,B,B,A,A,B,A,B,B,B,B,B,A,B,B,A,A,A,B,A,A,A,A,A,B,C,C
2015,27,2704302,27230171,3,1,1,B,C,B,D,C,C,B,C,E,I,C,I,A,B,E,D,D,E,B,E,B,C,B,C,B,B,E,E,E,C,C,F,A,A,A,A,D,A,A,A,C,E,B,C,D,C,C,C,B,C,B,B,B,C,B,D,A,B,B,A,A,C,C,D,B,C,B,A,B,A,B,C,A,D,A,A,B,B,A,A,A,B,A,B,A,B,A,B,A,B,,B,B,B,B,B,B,B,B,A,B,A,A,A,A,A,A,A,B,C,C
2015,27,2704302,27230082,3,1,1,B,D,B,D,B,B,C,C,E,I,C,I,A,B,G,C,C,G,B,E,A,A,A,A,A,B,E,D,E,C,D,H,A,A,A,A,E,A,E,F,C,C,B,D,D,D,D,D,A,C,B,C,C,B,C,D,B,A,A,A,A,C,C,D,C,D,A,A,D,A,A,A,A,B,A,B,B,B,B,A,A,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B,A,B,A,A,B,B,C,B
2015,27,2704302,27036049,3,1,1,B,E,B,H,C,B,B,C,E,J,C,,B,B,G,C,C,F,B,E,B,B,C,C,B,B,E,E,E,C,E,H,A,A,A,A,C,A,A,E,B,C,B,C,C,D,D,D,B,B,C,C,B,A,A,B,B,B,A,B,A,C,C,D,B,B,B,A,D,A,B,A,A,B,A,C,B,A,A,A,A,B,A,B,A,B,A,B,A,B,B,B,B,B,B,B,B,B,B,A,A,A,B,B,B,B,A,A,C,C,B
2015,27,2704302,27226603,3,1,1,B,C,B,D,C,C,B,A,A,E,C,E,B,B,D,C,C,D,B,D,B,C,B,B,B,B,E,E,E,B,C,G,A,A,A,A,E,A,B,I,A,A,A,B,D,C,C,D,A,B,B,B,A,C,B,B,B,B,A,A,A,C,D,D,B,B,B,B,A,D,C,A,B,D,A,C,A,A,A,A,A,B,A,B,B,B,B,A,A,A,A,B,B,B,B,A,A,A,B,A,B,B,B,A,A,B,B,A,B,C,C
2015,27,2704302,27224775,3,1,1,B,E,A,D,B,C,C,A,A,I,C,I,A,B,E,D,D,F,B,D,B,A,C,C,B,B,E,E,E,B,E,H,A,A,A,A,D,A,A,D,C,C,B,B,C,C,C,C,A,B,B,B,A,B,A,E,C,C,A,B,A,C,C,E,B,B,A,C,D,B,B,A,A,B,A,B,B,A,A,A,A,B,A,B,A,B,A,B,A,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,C,C
2015,27,2704302,27036235,3,1,1,B,E,B,D,E,C,B,C,E,F,C,F,A,B,E,D,D,G,A,A,A,B,C,C,B,B,E,C,E,C,D,F,A,A,A,A,E,C,F,A,C,D,B,C,D,C,C,C,D,D,C,B,B,B,A,B,B,C,A,A,A,C,C,D,C,D,A,A,A,D,A,A,A,A,C,A,A,A,A,B,A,B,A,B,A,B,A,B,A,A,A,B,B,B,B,B,B,A,B,A,A,A,B,A,A,A,A,A,B,C,C
2015,27,2704302,27036413,3,1,1,B,F,A,D,D,C,D,A,A,I,C,J,A,B,E,C,C,F,B,D,B,C,C,C,B,A,A,E,E,C,D,F,A,A,A,B,C,A,D,F,B,D,B,C,D,C,C,D,B,B,B,A,A,A,A,C,A,C,A,A,A,D,D,D,D,C,B,A,A,A,A,C,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,B,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,C,C
2015,27,2704302,27034755,3,1,1,B,D,B,D,C,B,B,C,E,I,A,J,A,B,E,D,D,F,A,A,B,C,C,C,C,A,A,E,E,C,D,F,A,A,A,A,E,A,E,E,D,C,B,C,D,C,C,C,B,A,A,B,A,C,B,B,A,A,A,B,A,C,D,E,D,D,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,B,A,B,A,B,A,B,B,B,A,B,B,B,B,B,B,B,B,A,A,A,B,A,A,B,B,A,B,C,C
2015,27,2704302,27216179,3,1,1,B,D,F,D,C,C,B,C,C,I,C,I,A,B,F,C,C,G,B,C,B,B,C,C,B,B,E,E,E,B,D,H,A,A,A,A,C,A,F,E,C,A,B,C,D,D,D,D,A,A,B,C,B,B,A,D,B,B,A,A,A,C,C,D,C,C,C,A,C,B,C,D,A,B,A,D,B,A,A,B,B,B,A,B,A,B,A,A,A,A,A,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,A,B,C,C
2015,27,2704302,27230139,3,1,1,A,D,B,H,D,B,B,C,E,F,C,F,B,B,F,C,C,F,B,C,B,A,B,B,C,A,A,E,E,C,D,F,A,A,A,B,E,D,C,I,C,C,B,C,C,D,D,D,B,B,C,C,C,B,B,B,A,A,C,A,A,C,E,E,D,C,D,A,B,A,C,B,B,B,A,A,B,B,A,A,A,B,A,B,A,B,A,B,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,C,B
2015,27,2704302,27036200,3,1,1,B,C,B,D,C,C,B,C,C,G,A,I,A,B,G,A,A,F,A,A,B,C,C,C,A,B,D,D,E,B,D,G,A,A,A,B,E,C,A,I,E,E,B,B,D,D,D,D,C,A,A,B,B,B,A,E,B,B,A,B,A,C,C,D,D,D,C,B,D,A,A,A,A,B,A,B,A,A,B,A,A,B,A,B,A,B,A,A,A,A,A,B,B,B,B,B,B,B,B,A,A,B,B,A,A,B,B,A,C,C,C
2015,27,2704302,27226298,3,1,1,A,D,A,D,C,B,B,C,B,I,C,I,B,B,E,D,D,F,A,A,B,B,B,C,B,B,E,A,E,B,D,B,A,A,B,B,D,C,A,B,D,D,B,C,D,D,D,D,A,A,A,B,B,A,A,C,A,A,A,A,A,D,D,D,D,B,C,A,D,A,A,C,A,A,A,B,B,B,A,A,A,B,A,B,A,B,A,B,A,B,A,B,B,B,B,B,B,B,B,B,A,A,B,B,B,B,A,A,C,C,B
2015,27,2704302,27230392,3,1,1,B,E,B,D,B,C,D,C,E,J,C,J,B,E,H,E,E,G,B,B,B,C,C,C,C,B,E,B,E,C,D,F,A,A,A,A,C,D,F,H,C,C,B,C,C,D,D,C,B,A,B,C,B,A,A,B,A,A,A,A,B,C,D,E,B,C,B,A,A,B,A,C,A,C,A,A,B,B,A,A,A,B,A,B,A,B,A,B,A,A,A,B,B,B,B,B,B,B,B,A,A,A,B,A,A,A,A,A,B,C,C
2015,27,2704302,27036286,3,1,1,B,F,A,H,E,B,B,C,E,J,A,K,B,B,F,F,F,G,B,D,B,B,B,C,B,B,D,D,E,B,D,F,A,A,A,A,,D,A,C,C,C,B,C,D,D,D,D,C,B,C,C,C,B,B,E,A,B,A,B,A,C,D,E,B,B,B,D,C,D,A,C,B,D,C,C,B,A,A,A,A,B,A,B,A,B,A,A,A,A,A,B,B,B,B,A,A,B,B,A,A,A,A,A,A,A,A,A,C,C,C
2015,27,2704302,27230155,3,1,1,B,C,B,D,C,C,B,C,B,H,C,H,A,B,F,D,D,F,A,A,B,C,B,C,C,B,E,E,E,C,E,F,A,A,A,A,C,A,B,G,D,D,B,D,C,C,C,C,D,B,B,C,B,C,A,C,A,A,A,A,A,D,D,E,B,C,C,A,A,A,C,A,A,A,B,A,A,A,A,A,A,B,A,B,A,B,B,A,A,B,A,B,B,B,B,B,B,B,B,A,A,A,B,A,B,B,A,A,B,C,C
2015,27,2704302,27230120,3,1,1,B,D,F,H,B,C,B,C,E,G,C,G,B,G,F,D,D,G,B,B,B,C,B,B,C,B,E,D,E,B,E,H,A,A,A,B,D,A,B,F,C,C,A,C,C,C,C,D,B,B,A,B,B,B,B,C,A,B,B,B,A,C,C,D,D,C,C,A,D,A,B,D,A,A,A,D,A,A,A,A,A,B,A,B,A,B,A,B,A,B,B,B,B,B,B,B,B,B,B,A,A,A,B,A,B,B,B,A,B,C,C
2015,27,2704302,27230104,3,1,1,B,D,B,H,D,C,B,C,C,I,C,I,A,E,F,E,D,G,B,C,B,B,C,C,B,B,E,E,E,B,C,H,A,A,A,A,E,C,A,H,D,E,B,C,D,D,D,D,C,A,B,C,A,A,A,B,A,A,A,A,A,C,D,D,B,C,C,B,A,A,C,C,B,B,A,A,A,A,A,B,A,B,A,B,A,B,B,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,C
2015,27,2704302,27036294,3,1,1,B,D,B,D,D,C,B,C,E,J,A,J,B,B,D,D,C,F,B,C,B,C,C,B,B,B,E,A,E,C,B,F,A,A,A,A,D,A,A,D,E,E,B,C,C,C,B,D,B,C,B,C,C,C,B,E,A,B,A,B,A,D,D,D,D,D,C,A,A,A,A,B,B,B,A,D,A,B,B,A,A,B,A,B,A,B,A,B,A,A,A,B,B,B,B,B,B,B,B,A,B,B,B,A,B,B,B,A,B,C,C
2015,27,2704302,27216390,3,1,1,B,E,C,D,E,C,B,C,E,J,A,J,A,B,D,C,C,G,B,E,B,C,B,B,B,B,,E,E,B,D,H,A,A,A,A,D,D,F,A,C,C,A,D,C,D,D,B,C,B,B,B,D,D,A,E,C,C,A,B,B,C,D,E,C,D,C,D,D,D,D,C,D,A,D,D,A,A,A,A,A,B,A,B,A,B,A,B,A,A,A,B,B,B,B,B,B,B,B,A,A,A,B,A,B,A,A,A,C,B,C
2015,27,2704302,27215873,3,1,1,B,E,A,H,E,B,B,C,E,H,C,I,A,B,H,C,C,G,B,D,B,B,C,C,B,B,E,D,E,B,C,F,A,A,A,B,C,C,B,F,B,C,A,C,D,B,C,C,A,A,B,B,B,A,A,D,B,A,A,B,A,C,D,D,B,C,B,B,C,B,C,B,A,C,A,C,B,A,A,A,A,B,A,B,A,B,A,A,A,B,A,B,B,B,B,B,B,B,B,A,B,A,B,A,A,A,A,A,B,C,C
2015,27,2704302,27036375,3,1,1,B,D,B,D,C,C,C,C,B,G,C,G,B,B,F,D,D,F,B,B,A,A,A,A,A,B,E,E,E,B,B,F,A,A,A,B,D,C,A,I,D,C,B,D,D,D,D,D,D,D,D,D,D,D,D,E,C,C,A,B,A,B,E,E,E,D,B,A,B,A,C,C,A,B,A,C,B,A,A,A,A,B,A,B,A,B,A,A,B,A,A,B,B,B,B,B,A,B,B,A,A,A,A,A,A,A,A,A,B,C,C
2015,27,2704302,27038084,3,1,1,B,C,B,G,C,C,B,C,E,G,C,H,B,B,E,C,F,B,B,D,B,C,C,C,C,A,A,E,E,C,D,F,A,A,A,A,E,A,A,I,C,C,A,C,D,D,D,D,B,B,B,C,B,A,B,B,A,A,A,B,B,D,D,D,D,D,A,A,B,A,A,A,A,B,A,B,B,A,A,A,A,B,A,B,A,B,A,A,A,B,A,B,B,B,B,B,B,B,B,A,A,A,B,A,B,A,A,A,,C,C
2015,27,2704302,27036197,3,1,1,A,E,B,D,B,B,B,A,A,I,C,I,B,E,G,E,E,G,B,C,B,B,C,B,B,A,A,C,E,B,E,E,A,A,A,B,C,A,A,A,D,D,B,C,B,D,D,D,B,B,B,C,B,B,A,B,B,A,A,B,A,D,D,E,C,C,A,A,B,B,B,C,A,B,A,B,B,A,A,A,A,B,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,C,C
2015,27,2704302,27037681,3,1,1,B,F,B,D,E,B,B,C,E,J,C,K,A,B,G,G,G,G,A,B,B,A,C,A,C,A,A,E,E,B,E,D,A,A,A,A,E,A,A,J,D,E,B,C,C,C,C,C,B,C,B,C,C,D,A,E,A,B,A,C,A,C,E,E,B,D,C,A,A,A,B,A,A,D,A,B,B,A,B,A,B,B,B,B,A,B,A,B,A,B,A,B,B,B,B,B,B,B,B,A,A,A,A,A,A,B,A,,B,B,B
2015,27,2704302,27216446,3,1,1,B,E,B,H,E,C,B,C,E,I,A,J,B,B,E,D,D,G,A,A,A,C,C,C,C,A,A,E,E,C,E,F,A,A,A,A,D,C,A,D,C,C,B,C,C,D,D,D,B,B,B,B,B,A,A,E,A,C,,A,A,D,E,E,D,D,A,A,C,A,A,B,B,A,A,B,B,A,A,A,A,B,A,B,A,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,A,A,B,B,A,B,C,C
2015,27,2704302,27222942,3,1,1,B,E,C,H,C,C,B,C,E,I,C,I,A,B,F,C,C,G,B,C,B,B,C,C,C,A,A,E,E,B,D,F,A,A,A,A,E,D,D,A,D,C,A,C,C,D,D,D,C,C,C,C,C,C,C,D,B,A,A,B,B,C,C,D,D,B,A,B,A,,,B,A,A,A,A,B,A,A,A,A,B,A,B,A,B,A,B,A,B,B,B,B,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,B,A
2015,27,2704302,27036103,3,1,1,B,D,A,D,B,C,B,C,E,J,C,K,B,B,G,C,C,G,A,A,B,C,B,B,B,B,D,D,E,C,D,D,A,A,B,B,C,A,A,A,C,C,B,B,C,C,C,C,B,A,A,B,B,B,A,C,A,A,A,A,A,D,D,D,C,D,B,B,A,A,A,B,B,B,A,A,B,A,A,A,A,B,A,B,A,B,A,B,A,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,A,A,B,C,C
2015,27,2704302,27238601,3,1,1,B,C,B,D,D,B,B,C,E,I,A,J,A,B,E,E,D,F,B,E,B,B,C,C,B,B,E,C,E,C,B,H,A,A,A,A,E,A,A,D,C,C,B,C,C,C,D,D,A,B,B,C,B,B,B,D,B,C,C,B,A,C,C,E,B,B,D,D,C,A,A,D,B,C,C,B,A,A,A,A,A,B,A,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,A,B,B,B,B,B,A,B,C,C
2015,27,2704302,27240800,3,1,1,B,D,A,D,B,C,C,C,E,F,C,G,A,B,F,B,B,E,B,D,A,C,C,C,B,B,E,E,E,B,E,F,A,A,A,A,E,A,A,E,C,C,A,C,,,D,D,B,B,B,B,A,B,A,C,A,A,A,A,A,E,E,E,B,B,A,A,C,A,A,B,A,D,A,C,B,A,A,A,A,B,A,B,A,B,A,B,A,B,A,B,B,B,B,B,B,B,B,A,A,B,B,A,A,B,B,A,B,C,C
2015,27,2704302,27038645,3,1,1,B,D,A,H,D,B,B,C,E,J,B,J,A,B,F,D,D,F,B,D,B,B,B,B,B,B,E,E,E,C,D,F,A,A,C,A,E,D,E,I,D,D,B,C,C,C,C,C,B,C,C,C,C,A,A,E,B,B,A,B,B,B,B,C,B,B,A,A,B,A,B,B,B,B,A,B,B,A,A,A,A,B,A,B,A,B,A,B,B,A,A,B,B,B,B,B,B,B,B,A,A,B,B,A,A,B,B,A,C,C,C
2015,27,2704302,27036120,3,1,1,B,E,A,,D,B,B,C,E,I,A,J,B,B,D,C,C,D,B,E,B,B,C,C,C,B,E,E,E,B,D,F,A,A,A,A,C,A,A,A,D,C,B,C,C,D,C,D,B,C,B,B,B,C,B,E,B,C,A,B,A,C,C,D,C,D,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,B,A,B,A,B,A,A,B,B,A,B,B,B,B,B,B,B,B,A,A,B,B,A,A,B,B,B,B,C,C
2015,27,2704302,27036839,3,1,1,B,D,B,D,D,C,B,C,C,H,A,I,A,B,F,D,D,G,B,C,B,B,C,C,B,B,E,D,E,C,E,F,A,A,A,A,D,A,A,D,B,D,B,C,C,C,B,D,A,B,B,B,D,C,B,C,A,A,B,A,B,B,D,D,B,D,B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,B,A,B,B,A,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,A,B,B,B,A,B,C,C
2015,27,2704302,27036227,3,1,1,B,C,C,D,B,C,B,A,B,G,C,G,B,B,E,C,C,D,B,D,B,C,C,C,B,B,E,C,E,B,C,F,A,A,A,A,E,C,A,A,C,C,B,C,D,D,D,D,D,B,B,C,B,D,B,E,B,B,A,A,A,B,D,D,C,D,B,D,A,A,B,A,B,B,A,B,B,A,A,A,A,B,A,A,A,A,A,B,B,B,B,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,A,A,C,C,B
2015,27,2704302,27226999,3,1,1,B,D,B,D,D,B,B,C,E,G,C,G,B,B,D,D,D,F,B,D,B,C,C,C,C,B,E,D,E,B,A,A,A,A,A,A,E,D,E,I,E,E,A,D,D,D,C,D,A,A,A,C,B,A,A,C,A,A,A,A,B,C,C,D,B,C,C,A,D,A,B,B,A,A,A,A,A,A,A,A,A,B,A,B,A,B,A,B,A,B,A,B,B,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,B,C,B